order_id,order_date,ship_date,customer_id,product_id,region,category,sub_category,quantity,sales,discount,profit,order_month,shipping_days,profit_margin_pct,customer_name,segment,city
NM202401906113,2024-01-31,2024-02-03,CU0010,PR501,east,Technology,Phones,3,3120.18,0.0,979.95,January,3,31.406841912966566,Jordan Shah,Consumer,New York
NM202401329630,2024-01-04,2024-01-05,CU0181,PR519,east,OFFICE SUPPLIES,Paper,1,11.26,0.0,4.07,January,1,36.145648312611016,Casey Dean,Home Office,New York
NM202401977321,2024-01-21,2024-01-24,CU0057,PR514,CENTRAL,furniture,Bookcases,2,529.94,0.0,209.88,January,3,39.60448352643695,Casey Lee,Corporate,Dallas
NM202401659323,2024-01-27,2024-01-31,CU0057,PR518,CENTRAL,office supplies,Paper,5,287.51,0.15,117.51,January,4,40.87162185663107,Casey Lee,Corporate,Dallas
NM202401144680,2024-01-12,2024-01-16,CU0126,PR504,SOUTH,Technology,Accessories,3,2183.76,0.0,903.99,January,4,41.39603253104737,Quinn Cruz,Consumer,Atlanta
NM202401196507,2024-01-10,2024-01-12,CU0211,PR519,central,Office Supplies,Paper,1,9.57,0.15,2.38,January,2,24.869383490073144,Jamie Cruz,Consumer,Chicago
NM202401331966,2024-01-26,2024-01-28,CU0187,PR524,EAST,OFFICE SUPPLIES,Art,8,608.47,0.1,80.95,January,2,13.303860502572023,Taylor Bell,Home Office,Boston
NM202401283763,2024-01-30,2024-02-01,CU0195,PR520,South,office supplies,Paper,5,39.6,0.2,13.55,January,2,34.217171717171716,Riley Bell,Corporate,Miami
NM202401241318,2024-01-06,2024-01-07,CU0124,PR510,east,FURNITURE,Chairs,7,1019.09,0.4,-148.58,January,1,-14.579674022902786,Alex Bell,Consumer,New York
NM202401724142,2024-01-06,2024-01-08,CU0045,PR508,SOUTH,Technology,Machines,3,585.1,0.15,230.38,January,2,39.3744659032644,Quinn Lee,Corporate,Miami
NM202401477758,2024-01-30,2024-02-02,CU0083,PR513,CENTRAL,Furniture,Tables,2,457.27,0.1,65.21,January,3,14.260721236905985,Taylor Wood,Consumer,Chicago
NM202401595070,2024-01-02,2024-01-07,CU0238,PR503,Central,Technology,Phones,1,131.66,0.15,33.57,January,5,25.497493543976912,Casey Cruz,Consumer,Dallas
NM202401215949,2024-01-07,2024-01-13,CU0151,PR512,CENTRAL,Furniture,Tables,6,2927.19,0.3,-118.17,January,6,-4.036977442530208,Jamie Dean,Home Office,Chicago
NM202401590690,2024-01-13,2024-01-13,CU0010,PR515,EAST,furniture,Bookcases,4,2289.24,0.0,1022.12,January,0,44.64887910398211,Jordan Shah,Consumer,New York
NM202401372731,2024-01-02,2024-01-06,CU0039,PR502,EAST,Technology,Phones,2,570.96,0.1,246.08,January,4,43.0993414599972,Quinn Roy,Consumer,Boston
NM202401762091,2024-01-06,2024-01-13,CU0211,PR520,Central ,Office Supplies,Paper,2,19.8,0.0,9.38,January,7,47.37373737373737,Jamie Cruz,Consumer,Chicago
NM202401410084,2024-01-11,2024-01-16,CU0040,PR507, West,Technology,Machines,3,128.07,0.0,68.52,January,5,53.50199109861794,Casey Hunt,Consumer,Los Angeles
NM202401103575,2024-01-21,2024-01-26,CU0025,PR522,WEST,OFFICE SUPPLIES,Storage,6,212.62,0.15,80.5,January,5,37.860972627222274,Jordan Fox,Consumer,Seattle
NM202401750095,2024-01-14,2024-01-19,CU0071,PR515,East ,FURNITURE,Bookcases,1,515.08,0.1,198.3,January,5,38.498873961326396,Riley Wood,Consumer,Boston
NM202401879460,2024-01-09,2024-01-09,CU0183,PR505, Central,Technology,Accessories,5,776.96,0.2,214.36,January,0,27.58957990115321,Riley Lee,Corporate,Dallas
NM202401371439,2024-01-23,2024-01-27,CU0109,PR515, Central,furniture,Bookcases,5,2861.55,0.0,1277.65,January,4,44.64887910398211,Casey Cruz,Consumer,Dallas
NM202401169552,2024-01-26,2024-01-29,CU0145,PR524,south,Office Supplies,Art,1,67.61,0.2,1.67,January,3,2.4700488093477295,Jamie Hunt,Corporate,Atlanta
NM202401937680,2024-01-02,2024-01-03,CU0126,PR510,south,furniture,Chairs,5,1213.2,0.0,379.15,January,1,31.252060666007253,Quinn Cruz,Consumer,Atlanta
NM202401971477,2024-01-29,2024-01-30,CU0145,PR506, South,Technology,Accessories,2,915.32,0.3,258.76,January,1,28.26989468164139,Jamie Hunt,Corporate,Atlanta
NM202401401404,2024-01-12,2024-01-15,CU0207,PR506,central,Technology,Accessories,6,3530.52,0.1,1560.84,January,3,44.209918085721085,Jordan Ray,Corporate,Dallas
NM202401886671,2024-01-30,2024-02-01,CU0059,PR505, South,Technology,Accessories,6,466.18,0.6,-208.94,January,2,-44.81959758033378,Sam Wood,Consumer,Atlanta
NM202401622598,2024-01-23,2024-01-23,CU0041,PR516,SOUTH,OFFICE SUPPLIES,Binders,7,53.98,0.0,19.82,January,0,36.71730270470545,Sam Dean,Corporate,Miami
NM202401331646,2024-01-01,2024-01-08,CU0222,PR521,west,office supplies,Storage,8,398.4,0.0,94.56,January,7,23.73493975903615,Drew Wood,Consumer,Los Angeles
NM202401409843,2024-01-03,2024-01-07,CU0212,PR507, East,Technology,Machines,5,213.45,0.0,114.2,January,4,53.50199109861795,Jordan Dean,Corporate,Boston
NM202401794106,2024-01-30,2024-02-03,CU0196,PR518,East ,Office Supplies,Paper,6,365.31,0.1,161.31,January,4,44.15701732774904,Jamie Lee,Consumer,Boston
NM202401289834,2024-01-06,2024-01-12,CU0181,PR506, East,TECHNOLOGY,Accessories,4,2092.16,0.2,779.04,January,6,37.23615784643622,Casey Dean,Home Office,New York
NM202401846010,2024-01-27,2024-02-01,CU0100,PR515, Central,FURNITURE,Bookcases,4,2289.24,0.0,1022.12,January,5,44.64887910398211,Alex Hunt,Corporate,Dallas
NM202401682290,2024-01-14,2024-01-20,CU0195,PR522,SOUTH,office supplies,Storage,7,291.83,0.0,137.69,January,6,47.18157831614296,Riley Bell,Corporate,Miami
NM202401829426,2024-01-11,2024-01-15,CU0072,PR501,South ,technology,Phones,3,2652.15,0.15,511.92,January,4,19.3020756744528,Jordan Fox,Consumer,Atlanta
NM202401254521,2024-01-16,2024-01-17,CU0056,PR512,EAST,furniture,Tables,3,1672.68,0.2,150.0,January,1,8.967644737786069,Jordan Wood,Corporate,New York
NM202401401242,2024-01-19,2024-01-23,CU0239,PR522,SOUTH,OFFICE SUPPLIES,Storage,8,333.52,0.0,157.36,January,4,47.18157831614297,Morgan Roy,Corporate,Atlanta
NM202401793006,2024-01-21,2024-01-23,CU0055,PR505,WEST,TECHNOLOGY,Accessories,3,524.45,0.1,186.89,January,2,35.635427590809414,Drew Cruz,Corporate,Seattle
NM202401518115,2024-01-12,2024-01-19,CU0067,PR502,East,TECHNOLOGY,Phones,2,634.4,0.0,309.52,January,7,48.78940731399748,Jamie Hunt,Corporate,Boston
NM202401223441,2024-01-03,2024-01-08,CU0051,PR506, South,Technology,Accessories,3,1765.26,0.1,780.42,January,5,44.209918085721085,Drew Ray,Consumer,Atlanta
NM202401773930,2024-01-08,2024-01-15,CU0084,PR513,South ,furniture,Tables,7,1600.45,0.1,228.24,January,7,14.26098909681652,Morgan Hunt,Corporate,Atlanta
NM202401320561,2024-01-18,2024-01-20,CU0208,PR524,West ,Office Supplies,Art,8,574.67,0.15,47.15,January,2,8.204708789392173,Morgan Ray,Corporate,Seattle
NM202401883795,2024-01-15,2024-01-19,CU0215,PR513,East ,furniture,Tables,5,889.14,0.3,-91.01,January,4,-10.235733405312999,Drew Hunt,Corporate,Boston
NM202401608023,2024-01-14,2024-01-21,CU0101,PR502,SOUTH,TECHNOLOGY,Phones,7,2220.4,0.0,1083.32,January,7,48.78940731399747,Taylor Wood,Corporate,Miami
NM202401625978,2024-01-25,2024-01-29,CU0113,PR503,South,TECHNOLOGY,Phones,3,394.97,0.15,100.7,January,4,25.495607261310983,Taylor Hunt,Corporate,Atlanta
NM202401259220,2024-01-12,2024-01-14,CU0035,PR518,Central,Office Supplies,Paper,1,40.59,0.4,6.59,January,2,16.23552599162355,Riley Cruz,Corporate,Dallas
NM202401166881,2024-01-21,2024-01-28,CU0185,PR501,East,Technology,Phones,1,936.05,0.1,222.64,January,7,23.785054217189252,Sam Shah,Consumer,New York
NM202401562537,2024-01-11,2024-01-17,CU0159,PR519, Central,office supplies,Paper,1,10.13,0.1,2.94,January,6,29.02270483711747,Morgan Fox,Home Office,Chicago
NM202401644142,2024-01-25,2024-01-26,CU0202,PR513,central,Furniture,Tables,1,228.64,0.1,32.61,January,1,14.262596221133661,Alex Wood,Corporate,Chicago
NM202401946992,2024-01-22,2024-01-22,CU0197,PR508,WEST,technology,Machines,4,367.12,0.6,-105.84,January,0,-28.82981041621268,Casey Fox,Corporate,Seattle
NM202401177263,2024-01-22,2024-01-29,CU0214,PR519,Central ,office supplies,Paper,2,18.02,0.2,3.64,January,7,20.199778024417313,Quinn Dean,Home Office,Chicago
NM202401683790,2024-01-12,2024-01-18,CU0206,PR522,East,Office Supplies,Storage,5,187.6,0.1,77.5,January,6,41.311300639658846,Morgan Shah,Consumer,New York
NM202401886209,2024-01-20,2024-01-21,CU0090,PR520,SOUTH,Office Supplies,Paper,3,11.88,0.0,-3.75,January,1,-31.565656565656564,Riley Bell,Consumer,Miami
NM202401464297,2024-01-24,2024-01-24,CU0002,PR524,west,Office Supplies,Art,5,253.53,0.4,-76.17,January,0,-30.043781800970297,Alex Lee,Consumer,Seattle
NM202401672506,2024-01-18,2024-01-20,CU0143,PR520,SOUTH,Office Supplies,Paper,5,29.7,0.4,3.65,January,2,12.289562289562289,Riley Ray,Corporate,Atlanta
NM202401185288,2024-01-18,2024-01-24,CU0028,PR502,EAST,technology,Phones,6,1903.2,0.0,928.56,January,6,48.78940731399747,Alex Roy,Consumer,Boston
NM202401528070,2024-01-26,2024-01-31,CU0155,PR521,SOUTH,Office Supplies,Storage,4,79.68,0.6,-72.24,January,5,-90.66265060240963,Sam Wood,Consumer,Atlanta
NM202401219830,2024-01-09,2024-01-11,CU0118,PR512,SOUTH,Furniture,Tables,6,4181.7,0.0,1136.34,January,2,27.174115790228853,Alex Lee,Consumer,Miami
NM202401551970,2024-01-01,2024-01-01,CU0237,PR502, West,Technology,Phones,1,269.62,0.15,107.18,January,0,39.752243898820566,Jordan Ray,Consumer,Seattle
NM202401744323,2024-01-11,2024-01-11,CU0126,PR504,South ,TECHNOLOGY,Accessories,1,618.73,0.15,192.14,January,0,31.05393305642202,Quinn Cruz,Consumer,Atlanta
NM202401810526,2024-01-01,2024-01-01,CU0080,PR513,south,Furniture,Tables,6,1371.82,0.1,195.64,January,0,14.26134624076045,Drew Bell,Corporate,Atlanta
NM202401978860,2024-01-11,2024-01-16,CU0118,PR502,SOUTH,Technology,Phones,4,1268.8,0.0,619.04,January,5,48.78940731399748,Alex Lee,Consumer,Miami
NM202401881254,2024-01-22,2024-01-23,CU0014,PR509,SOUTH,TECHNOLOGY,Machines,4,2119.9,0.2,775.06,January,1,36.5611585452144,Alex Lee,Corporate,Atlanta
NM202401212151,2024-01-14,2024-01-20,CU0138,PR513,SOUTH,FURNITURE,Tables,8,2032.32,0.0,464.08,January,6,22.8349866162809,Casey Dean,Home Office,Atlanta
NM202401211208,2024-01-18,2024-01-21,CU0027,PR524,EAST,Office Supplies,Art,8,676.08,0.0,148.56,January,3,21.973730919417818,Jamie Shah,Consumer,New York
NM202401636965,2024-01-31,2024-02-05,CU0196,PR524, East,Office Supplies,Art,6,507.06,0.0,111.42,January,5,21.973730919417818,Jamie Lee,Consumer,Boston
NM202401320736,2024-01-08,2024-01-14,CU0127,PR521,South,OFFICE SUPPLIES,Storage,2,99.6,0.0,23.64,January,6,23.73493975903615,Morgan Roy,Corporate,Miami
NM202401225669,2024-01-23,2024-01-26,CU0194,PR521,West,office supplies,Storage,5,174.3,0.3,-15.6,January,3,-8.950086058519794,Casey Bell,Consumer,Seattle
NM202401114025,2024-01-31,2024-02-07,CU0157,PR513,South,Furniture,Tables,1,101.62,0.6,-94.41,January,7,-92.90493997244637,Sam Ray,Corporate,Atlanta
NM202401898343,2024-01-01,2024-01-06,CU0002,PR506,west,Technology,Accessories,8,4445.84,0.15,1819.6,January,5,40.92814856135173,Alex Lee,Consumer,Seattle
NM202401459301,2024-01-20,2024-01-26,CU0124,PR513,East,FURNITURE,Tables,2,508.08,0.0,116.02,January,6,22.8349866162809,Alex Bell,Consumer,New York
NM202401876281,2024-01-10,2024-01-11,CU0101,PR524,South ,office supplies,Art,3,152.12,0.4,-45.7,January,1,-30.042072048382856,Taylor Wood,Corporate,Miami
NM202401666650,2024-01-04,2024-01-08,CU0134,PR515, Central,Furniture,Bookcases,5,2861.55,0.0,1277.65,January,4,44.64887910398211,Morgan Fox,Home Office,Chicago
NM202401655820,2024-01-11,2024-01-18,CU0232,PR510,Central ,furniture,Chairs,1,242.64,0.0,75.83,January,7,31.252060666007253,Casey Ray,Consumer,Chicago
NM202401657367,2024-01-13,2024-01-14,CU0020,PR512,CENTRAL,FURNITURE,Tables,3,836.34,0.6,-686.34,January,1,-82.06471052442787,Drew Ray,Corporate,Dallas
NM202401886167,2024-01-13,2024-01-14,CU0093,PR515,east,FURNITURE,Bookcases,4,2289.24,0.0,1022.12,January,1,44.64887910398211,Taylor Bell,Consumer,New York
NM202401246686,2024-01-01,2024-01-08,CU0034,PR502, East,technology,Phones,5,634.4,0.6,-177.8,January,7,-28.02648171500631,Quinn Bell,Corporate,New York
NM202401927812,2024-01-15,2024-01-18,CU0143,PR512, South,FURNITURE,Tables,2,975.73,0.3,-39.39,January,3,-4.036977442530208,Riley Ray,Corporate,Atlanta
NM202401508497,2024-01-23,2024-01-24,CU0113,PR505, South,Technology,Accessories,5,388.48,0.6,-174.12,January,1,-44.82084019769357,Taylor Hunt,Corporate,Atlanta
NM202401695852,2024-01-20,2024-01-25,CU0052,PR506,east,Technology,Accessories,5,2778.65,0.15,1137.25,January,5,40.92814856135173,Sam Hunt,Home Office,Boston
NM202401339315,2024-01-06,2024-01-12,CU0113,PR515,SOUTH,FURNITURE,Bookcases,4,1831.39,0.2,564.27,January,6,30.81102332108398,Taylor Hunt,Corporate,Atlanta
NM202401257247,2024-01-16,2024-01-17,CU0026,PR511, South,Furniture,Chairs,2,237.62,0.0,112.28,January,1,47.251914821984684,Casey Roy,Consumer,Atlanta
NM202401641485,2024-01-13,2024-01-19,CU0084,PR512,South,Furniture,Tables,5,2962.04,0.15,424.24,January,6,14.322561477900367,Morgan Hunt,Corporate,Atlanta
NM202401573061,2024-01-11,2024-01-13,CU0087,PR507, South,Technology,Machines,4,145.15,0.15,65.75,January,2,45.297967619703755,Sam Roy,Corporate,Miami
NM202401146693,2024-01-20,2024-01-23,CU0039,PR507,EAST,Technology,Machines,7,298.83,0.0,159.88,January,3,53.50199109861794,Quinn Roy,Consumer,Boston
NM202401846263,2024-01-23,2024-01-24,CU0078,PR501,South,Technology,Phones,3,2496.14,0.2,355.91,January,1,14.258414992748806,Taylor Ray,Consumer,Miami
NM202401635476,2024-01-22,2024-01-26,CU0068,PR503,West,Technology,Phones,6,650.54,0.3,62.0,January,4,9.530543855873583,Jamie Ray,Consumer,Seattle
NM202401256262,2024-01-29,2024-01-30,CU0049,PR514,Central,furniture,Bookcases,8,1801.8,0.15,521.56,January,1,28.946608946608944,Sam Bell,Corporate,Dallas
NM202401201901,2024-01-02,2024-01-06,CU0169,PR504,SOUTH,technology,Accessories,3,2183.76,0.0,903.99,January,4,41.39603253104737,Morgan Ray,Home Office,Atlanta
NM202401186211,2024-01-07,2024-01-07,CU0149,PR512,WEST,Furniture,Tables,4,2787.8,0.0,757.56,January,0,27.174115790228853,Morgan Cruz,Corporate,Los Angeles
NM202401256017,2024-01-09,2024-01-16,CU0145,PR514,south,FURNITURE,Bookcases,8,1907.78,0.1,627.54,January,7,32.89372988499722,Jamie Hunt,Corporate,Atlanta
NM202401491783,2024-01-28,2024-02-03,CU0080,PR524,SOUTH,office supplies,Art,6,405.65,0.2,10.01,January,6,2.467644521138913,Drew Bell,Corporate,Atlanta
NM202401960084,2024-01-26,2024-01-27,CU0228,PR503,West,Technology,Phones,6,789.94,0.15,201.4,January,1,25.495607261310983,Taylor Ray,Corporate,Los Angeles
NM202401566371,2024-01-11,2024-01-16,CU0204,PR511,Central ,Furniture,Chairs,7,706.92,0.15,268.23,January,5,37.94347309455102,Morgan Bell,Home Office,Dallas
NM202401227646,2024-01-14,2024-01-18,CU0175,PR515,central,Furniture,Bookcases,4,1831.39,0.2,564.27,January,4,30.81102332108398,Riley Fox,Consumer,Dallas
NM202401869577,2024-01-22,2024-01-29,CU0229,PR517,Central ,Office Supplies,Binders,5,309.54,0.3,70.24,January,7,22.691736124571943,Drew Bell,Corporate,Chicago
NM202401583669,2024-01-14,2024-01-19,CU0104,PR516,east,OFFICE SUPPLIES,Binders,8,65.55,0.15,26.51,January,5,40.44241037376049,Riley Wood,Home Office,New York
NM202401181765,2024-01-12,2024-01-17,CU0087,PR507,SOUTH,Technology,Machines,1,29.88,0.3,10.03,January,5,33.56760374832664,Sam Roy,Corporate,Miami
NM202401926119,2024-01-23,2024-01-25,CU0040,PR507,West,Technology,Machines,6,179.3,0.3,60.2,January,2,33.575013943112104,Casey Hunt,Consumer,Los Angeles
NM202401677112,2024-01-11,2024-01-11,CU0154,PR504,south,TECHNOLOGY,Accessories,5,3639.6,0.0,1506.65,January,0,41.396032531047375,Sam Lee,Consumer,Miami
NM202401612886,2024-01-03,2024-01-09,CU0008,PR520,South,Office Supplies,Paper,2,19.8,0.0,9.38,January,6,47.37373737373737,Riley Dean,Consumer,Atlanta
NM202401384823,2024-01-30,2024-01-30,CU0057,PR502,Central ,technology,Phones,1,190.32,0.4,27.88,January,0,14.649012189995798,Casey Lee,Corporate,Dallas
NM202401135071,2024-01-08,2024-01-08,CU0148,PR516,south,Office Supplies,Binders,7,67.48,0.0,13.496000000000002,January,0,20.0,Alex Shah,Corporate,Atlanta
NM202401137366,2024-01-04,2024-01-05,CU0006,PR515,South,FURNITURE,Bookcases,6,2747.09,0.2,846.41,January,1,30.811149252481712,Alex Dean,Consumer,Atlanta
NM202401407068,2024-01-26,2024-02-01,CU0129,PR514,south,Furniture,Bookcases,5,1059.88,0.2,259.73,January,6,24.505604408046196,Quinn Roy,Home Office,Atlanta
NM202401316913,2024-01-28,2024-01-31,CU0041,PR516,south,Office Supplies,Binders,1,8.68,0.1,3.8,January,3,43.77880184331797,Sam Dean,Corporate,Miami
NM202401194882,2024-01-26,2024-01-28,CU0048,PR512,west,furniture,Tables,4,2230.24,0.2,200.0,January,2,8.967644737786069,Alex Dean,Corporate,Los Angeles
NM202401570223,2024-01-25,2024-01-26,CU0148,PR503,south,TECHNOLOGY,Phones,8,1239.12,0.0,454.4,January,1,36.671186002969854,Alex Shah,Corporate,Atlanta
